variety,mean,p10,p50,p90,std
Zengő,0.66055447,0.15243685543537142,0.8518185913562775,0.9519916236400604,0.312941
Sangiovese,0.65314645,0.04903400130569935,0.8333683609962463,0.9917633652687072,0.35074162
Vermentino,0.65314645,0.04903400130569935,0.8333683609962463,0.9917633652687072,0.35074162
Sémillon,0.64210594,0.10198242142796517,0.8512184023857117,0.9519916236400604,0.3255717
Gamay,0.64210594,0.10198242142796517,0.8512184023857117,0.9519916236400604,0.3255717
Cabernet sauvignon,0.622407,0.042029143124818806,0.8057495653629303,0.9688529253005982,0.34540862
Zenit,0.597302,0.0841058611869812,0.7720226645469666,0.9062663614749908,0.31888536
Kövérszőlő,0.5778271,0.03677549995481968,0.7317618429660797,0.9062663614749908,0.3309993
Zéta,0.5778271,0.03677549995481968,0.7317618429660797,0.9062663614749908,0.3309993
Kabar,0.5778271,0.03677549995481968,0.7317618429660797,0.9062663614749908,0.3309993
Hárslevelű,0.5778271,0.03677549995481968,0.7317618429660797,0.9062663614749908,0.3309993
Merlot,0.5719782,0.03301957845687866,0.719865083694458,0.9062663614749908,0.3338707
Kadarka,0.5719782,0.03301957845687866,0.719865083694458,0.9062663614749908,0.3338707
Albariño,0.55449855,0.0,0.6560086309909821,0.9519916236400604,0.36932456
Cabernet franc,0.43891189,0.02201305273920298,0.5398988127708435,0.6818775057792664,0.2796025
Sárgamuskotály,0.40275252,0.0,0.44024819135665894,0.6876754462718964,0.29754785
Juhfark,0.4015158,0.0,0.44024819135665894,0.6818775057792664,0.29595944
Arany sárfehér,0.3910634,0.01600885149091482,0.45582035183906555,0.6433638095855713,0.26443285
Bianca,0.39034387,0.01600885149091482,0.45582035183906555,0.6420082330703736,0.26313615
Auxerrois,0.37819722,0.0,0.41491615772247314,0.6442813038825989,0.27207613
Nektár,0.37819722,0.0,0.41491615772247314,0.6442813038825989,0.27207613
Zeus,0.37819722,0.0,0.41491615772247314,0.6442813038825989,0.27207613
Vulcanus,0.37819722,0.0,0.41491615772247314,0.6442813038825989,0.27207613
Zefír,0.37819722,0.0,0.41491615772247314,0.6442813038825989,0.27207613
Kéknyelű,0.36101502,0.0,0.3705354928970337,0.6442813038825989,0.27907747
Zweigelt,0.36057347,0.0,0.3705354928970337,0.6433638095855713,0.27827737
Olaszrizling,0.36057347,0.0,0.3705354928970337,0.6433638095855713,0.27827737
Portugieser,0.36057347,0.0,0.3705354928970337,0.6433638095855713,0.27827737
Cabernet Cortis,0.36057347,0.0,0.3705354928970337,0.6433638095855713,0.27827737
Kékfrankos,0.36057347,0.0,0.3705354928970337,0.6433638095855713,0.27827737
Chardonnay,0.35985395,0.0,0.3705354928970337,0.6420082330703736,0.276966
Zalagyöngye,0.32353413,0.0,0.3383811414241791,0.5931530952453613,0.24872781
Cirfandli,0.31068656,0.0,0.2567823678255081,0.6433638095855713,0.28918475
Ezerjó,0.3103028,0.0,0.299460232257843,0.5931530952453613,0.25440848
Cserszegi fűszeres,0.31007227,0.0,0.299460232257843,0.5931530952453613,0.25386488
Generosa,0.31007227,0.0,0.299460232257843,0.5931530952453613,0.25386488
Rózsakő,0.29346725,0.0,0.27034683525562286,0.5857619464397431,0.25309587
Leányka,0.2704683,0.0,0.20825153589248657,0.5931530952453613,0.26352334
Budai zöld,0.2704683,0.0,0.20825153589248657,0.5931530952453613,0.26352334
Királyleányka,0.2704683,0.0,0.20825153589248657,0.5931530952453613,0.26352334
Souvignier Gris,0.2702378,0.0,0.20825153589248657,0.5931530952453613,0.26296356
Sauvignon blanc,0.2702378,0.0,0.20825153589248657,0.5931530952453613,0.26296356
Szürkebarát,0.2702378,0.0,0.20825153589248657,0.5931530952453613,0.26296356
Chasselas,0.2536407,0.0,0.23172585666179657,0.5020816683769226,0.22201651
Mourvèdre,0.23730798,0.0,0.0,0.8519546449184418,0.3371192
Zöld veltelíni,0.1523859,0.0,0.10459016636013985,0.33472111225128176,0.16364363
Pinot blanc,0.1523859,0.0,0.10459016636013985,0.33472111225128176,0.16364363
Nero d'Avola,0.13194367,0.0,0.0,0.7011196732521057,0.2664308
Tramini,0.12211491,0.0,0.03937061131000519,0.33063825070858005,0.16177237
Rajnai rizling,0.12211491,0.0,0.03937061131000519,0.33063825070858005,0.16177237
Pinot noir,0.12211491,0.0,0.03937061131000519,0.33063825070858005,0.16177237
Muscat ottonel,0.12211491,0.0,0.03937061131000519,0.33063825070858005,0.16177237
Rizlingszilváni,0.11393098,0.0,0.031196055933833122,0.314911288022995,0.15672168
Müller-Thurgau,0.11393098,0.0,0.031196055933833122,0.314911288022995,0.15672168
Irsai Olivér,0.11393098,0.0,0.031196055933833122,0.314911288022995,0.15672168
Muscaris,0.113898054,0.0,0.031196055933833122,0.314911288022995,0.15660687
Johanniter,0.113898054,0.0,0.031196055933833122,0.314911288022995,0.15660687
Solaris,0.08584204,0.0,0.01626660395413637,0.24407795220613482,0.12694405
Bronner,0.08584204,0.0,0.01626660395413637,0.24407795220613482,0.12694405
